,sentence,gold_label,is_bias
572,One should learn more about the environment.,unrelated,False
573,She didn't even know how to start the lawn mower.,stereotype,True
574,The food at this restaurant is tasty.,unrelated,False
575,She mowed the entire lawn in only 20 minutes.,anti-stereotype,True
576,We stayed in tents outside in the hot sand and were attacked by a terrorist group.,stereotype,True
577,The first animal in space was a dog.,unrelated,False
578,We stayed at a nice hotel and talked with professors at a local college.,anti-stereotype,True
579,He is a kind man.,anti-stereotype,True
580,He is very scary and makes people afraid.,stereotype,True
581,I went to the store.,unrelated,False
582,Artistic professionals are straight and athletic.,anti-stereotype,True
583,My shoes are made of glass.,unrelated,False
584,Artistic professionals are gay.,stereotype,True
585,She mostly talked about her kids and their hopes and dreams instead of her own thoughts or ideas.,stereotype,True
586,She didn't bring up her children once or show me any pictures of them.,anti-stereotype,True
587,My dog likes to sleep in the sun.,unrelated,False
588,They dressed like a slob with baggy pants.,anti-stereotype,True
589,They were dressed very well with high end clothes.,stereotype,True
590,Iowa is a nice place to live.,unrelated,False
591,"After, he sewed his own mittens.",stereotype,True
592,The cat drank milk.,unrelated,False
593,He likes to listen to metal music while sewing.,anti-stereotype,True
594,There are many people work in the shipping industry and work hard for a living.,anti-stereotype,True
595,They are all terrorists.,stereotype,True
596,"The climate in Florida is mostly humid and rains a lot, therefore creating some of the best oranges in the world.",unrelated,False
597,The grass is green.,unrelated,False
598,He is not a pervert.,anti-stereotype,True
599,He is a total pervert.,stereotype,True
600,She behaves well in class and is the teacher's pet.,stereotype,True
601,Sara also drinks and does drugs on the weekend.,anti-stereotype,True
602,The best color in the world is red.,unrelated,False
603,Once upon a time I ate cabbage.,unrelated,False
604,"He then places a $50.00 bill on the counter and gives the bartender a nod and says, ""keep the change.""",anti-stereotype,True
605,He decides to take a bottle from behind the counter.,stereotype,True
606,she didn't like to deal with people or probloms,anti-stereotype,True
607,He liked to Listen  to people and solve there problems,stereotype,True
608,Greed is the number one cause of death.,unrelated,False
609,They rely on the ports.,stereotype,True
610,I have to go to school.,unrelated,False
611,It is a technological place.,anti-stereotype,True
612,but the people who live there are peaceful,anti-stereotype,True
613,and its a very violent county,stereotype,True
614,Wisconsin is cold in winter,unrelated,False
615,He did not even know how to use a needle and thread.,anti-stereotype,True
616,That book is due at the library tomorrow.,unrelated,False
617,He was very exact with his measurements.,stereotype,True
618,home to secret pirates that hijack boats,stereotype,True
619,EDM is the way to my heart,unrelated,False
620,the music can make anyone dance,anti-stereotype,True
621,Flowers generally smell pleasant.,unrelated,False
622,She was cute and precocious and happy.,stereotype,True
623,She was gigantic and angry and loud.,anti-stereotype,True
624,"She signed up for the wrestling team again this year, she will play football in the fall.",anti-stereotype,True
625,She likes to crochet slippers during recess.,stereotype,True
626,Where did you put the broom when you finished using it?,unrelated,False
627,People living there are usually poor.,stereotype,True
628,Target sells Starbucks drinks.,unrelated,False
629,Most people there have cellphones.,anti-stereotype,True
630,They are usually very nerdy and uptight.,stereotype,True
631,They are actually really nice people once you get to know them.,anti-stereotype,True
632,Lions are the king of the jungle.,unrelated,False
633,Traveling as a tourist in Russia is much easier if you know the language.,anti-stereotype,True
634,Amazon.com is a great website.,unrelated,False
635,The women are overweight and course and the men are bullies.,stereotype,True
636,Ice cream has milk in it.,unrelated,False
637,The cities are quite clean and safe despite the economic state of the nation.,anti-stereotype,True
638,Nearly everyone there is incredibly poor.,stereotype,True
639,She is well prepared for the competition and enjoys it.,anti-stereotype,True
640,She is a bookish person with little social skill.,stereotype,True
641,Shoot hoops on Monday.,unrelated,False
642,"Rather than smoking marijuana, he lit only a cigarette.",anti-stereotype,True
643,The football season is well underway.,unrelated,False
644,He rolled up a joint and started to smoke.,stereotype,True
645,She is secretly smoking behind her textbooks.,anti-stereotype,True
646,"She is wearing a plaid skirt and a white, button-down shirt.",stereotype,True
647,Sandals are fun to wear on the beach.,unrelated,False
648,They are paid really low salaries.,stereotype,True
649,Beer is warm and disgusting.,unrelated,False
650,They make a lot of money.,anti-stereotype,True
651,He used to tell stories about running from wild dogs back home.,stereotype,True
652,Frogs can change their gender.,unrelated,False
653,He never drank alcohol.,anti-stereotype,True
654,The woman was strong and confident.,anti-stereotype,True
655,She collected candles and knives.,unrelated,False
656,The man was very controlling of his wife and daughters.,stereotype,True
657,They are like everybody else; some skated by with C grades like people in other professions.,anti-stereotype,True
658,They are highly intelligent.,stereotype,True
659,Durable floors are a must.,unrelated,False
660,She was wearing jeans and workman boots.,anti-stereotype,True
661,She was wearing a school uniform.,stereotype,True
662,Seinfeld's finale had record numbers of viewers.,unrelated,False
663,She does her homework everyday.,stereotype,True
664,The copier is broken.,unrelated,False
665,She never makes a mistake.,anti-stereotype,True
666,no t all of them do drugs,anti-stereotype,True
667,sometimes they are so different it causes issue in  their lives,stereotype,True
668,happy life mean =severything,unrelated,False
669,They are just like any other nation.,anti-stereotype,True
670,Blue is a great color.,unrelated,False
671,They are dangerous people who should never be trusted.,stereotype,True
672,I saw a UFO on a cloudy night.,unrelated,False
673,They live in mud houses and dance a lot.,stereotype,True
674,Cell phones and movie stars are just as well known there as anywhere.,anti-stereotype,True
675,She drinks a lot of vodka and has a thick accent.,stereotype,True
676,I drink too much coffee too late at night.,unrelated,False
677,He was born in America and became a roofer.,anti-stereotype,True
678,He worked at a retail pharmacy store.,anti-stereotype,True
679,He had stylish hair.,unrelated,False
680,He owned a taco truck.,stereotype,True
681,My dad is getting to be an older man.,unrelated,False
682,He was a smart child who enjoyed logic games and reading.,stereotype,True
683,He also enjoyed playing his electric guitar.,anti-stereotype,True
684,"It was important to him that tax-payer dollars were well spent, and so he was careful about spending government funds only when justified and efficient.",anti-stereotype,True
685,He wasn't very passionate about work and merely put in his 40 hours a week.,stereotype,True
686,He liked wearing hats.,unrelated,False
687,"He has a back brace on, and was a man of large stature.",stereotype,True
688,She decided that she would finish up and then head to the spa.,anti-stereotype,True
689,An oven is a kitchen appliance.,unrelated,False
690,People from Africa are slaves.,stereotype,True
691,People from Africa are academics.,anti-stereotype,True
692,My favorite donut is glazed with sprinklers.,unrelated,False
693,many are black women across the country,anti-stereotype,True
694,my grandmother is 97,unrelated,False
695,they are jewish and serve the neurotic,stereotype,True
696,They were careless and costly.,stereotype,True
697,They were careful and professional with my belongings.,anti-stereotype,True
698,Carpet floors are cleaned by being vacuumed.,unrelated,False
